"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","shared_domain","uid1_Pfam_domain","uid2_Pfam_domain","test","string","test2","pairwise_identity","X3d","complex_3d","3d","ecs_complete","ecs_anomaly"
"4152",806336,"ENSG00000135862","LAMC1","P11047","LAMC1_HUMAN",1609,"Homo sapiens (Human)",0.3,627.3,0.389869484151647,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LAMC1_HUMAN_1-1609_b0.3/align/LAMC1_HUMAN_1-1609_b0.3","ENSG00000247077","PGAM5","Q96HS1","PGAM5_HUMAN",289,"Homo sapiens (Human)",0.3,25103.7,86.8640138408305,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PGAM5_HUMAN_1-289_b0.3/align/PGAM5_HUMAN_1-289_b0.3","sepmito_00806336",1,1609,1,289,NA,"PF00052;PF00053;PF00055;","PF00300;","P11047 Q96HS1",0,"Q96HS1 P11047",6.2,NA,NA,NA,"Complete"," "
"1315",440574,"ENSG00000119912","IDE","P14735","IDE_HUMAN",1019,"Homo sapiens (Human)",0.2,2271.2,2.2288518155054,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/IDE_HUMAN_1-1019_b0.2/align/IDE_HUMAN_1-1019_b0.2","ENSG00000124523","SIRT5","Q9NXA8","SIR5_HUMAN",310,"Homo sapiens (Human)",0.2,12581.9,40.5867741935484,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SIR5_HUMAN_1-310_b0.2/align/SIR5_HUMAN_1-310_b0.2","sepmito_00440574",1,1019,1,310,NA,"PF00675;PF05193;PF16187;","PF02146;","P14735 Q9NXA8",0,"Q9NXA8 P14735",9,NA,NA,NA,"Complete"," "
"2632",228923,"ENSG00000062485","CS","O75390","CISY_HUMAN",466,"Homo sapiens (Human)",0.2,5925.8,12.7163090128755,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CISY_HUMAN_1-466_b0.2/align/CISY_HUMAN_1-466_b0.2","ENSG00000181061","HIGD1A","Q9Y241","HIG1A_HUMAN",93,"Homo sapiens (Human)",0.2,3014.4,32.4129032258065,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HIG1A_HUMAN_1-93_b0.2/align/HIG1A_HUMAN_1-93_b0.2","sepmito_00228923",1,466,1,93,NA,"PF00285;","PF04588;","O75390 Q9Y241",0,"Q9Y241 O75390",7.7,NA,NA,NA,"Complete"," "
"1398",1049688,"ENSG00000141367","CLTC","Q00610","CLH1_HUMAN",1675,"Homo sapiens (Human)",0.3,252.2,0.150567164179104,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CLH1_HUMAN_1-1675_b0.3/align/CLH1_HUMAN_1-1675_b0.3","ENSG00000183978","COA3","Q9Y2R0","COA3_HUMAN",106,"Homo sapiens (Human)",0.2,9349.9,88.2066037735849,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COA3_HUMAN_1-106_b0.2/align/COA3_HUMAN_1-106_b0.2","sepmito_01049688",1,1675,1,106,NA,"PF00637;PF09268;PF01394;","PF09813;","Q00610 Q9Y2R0",0,"Q9Y2R0 Q00610",3,NA,NA,NA,"Complete"," "
"2164",1014363,"ENSG00000225921","NOL7","Q9UMY1","NOL7_HUMAN",257,"Homo sapiens (Human)",0.2,287.3,1.11789883268482,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NOL7_HUMAN_1-257_b0.2/align/NOL7_HUMAN_1-257_b0.2","ENSG00000183648","NDUFB1","O75438","NDUB1_HUMAN",58,"Homo sapiens (Human)",0.3,3387.7,58.4086206896552,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUB1_HUMAN_1-58_b0.3/align/NDUB1_HUMAN_1-58_b0.3","sepmito_01014363",1,257,1,58,NA,"PF08157;","PF08040;","Q9UMY1 O75438",0,"O75438 Q9UMY1",8.2,NA,NA,NA,"Complete"," "
"2661",134573,"ENSG00000169519","METTL15","A6NJ78","MET15_HUMAN",407,"Homo sapiens (Human)",0.2,9618.2,23.631941031941,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MET15_HUMAN_1-407_b0.2/align/MET15_HUMAN_1-407_b0.2","ENSG00000011052","NME2","P22392","NDKB_HUMAN",152,"Homo sapiens (Human)",0.2,6802.2,44.7513157894737,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDKB_HUMAN_1-152_b0.2/align/NDKB_HUMAN_1-152_b0.2","sepmito_00134573",1,407,1,152,NA,"PF01795;","PF00334;","A6NJ78 P22392",0,"P22392 A6NJ78",9.6,NA,NA,NA,"Complete"," "
"550",351908,"ENSG00000256525","POLG2","Q9UHN1","DPOG2_HUMAN",485,"Homo sapiens (Human)",0.2,3350.2,6.90762886597938,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DPOG2_HUMAN_1-485_b0.2/align/DPOG2_HUMAN_1-485_b0.2","ENSG00000182712","CMC4","P56277","CMC4_HUMAN",68,"Homo sapiens (Human)",0.2,4620.8,67.9529411764706,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CMC4_HUMAN_1-68_b0.2/align/CMC4_HUMAN_1-68_b0.2","sepmito_00351908",1,485,1,68,NA,"PF03129;","PF08991;","Q9UHN1 P56277",0,"P56277 Q9UHN1",5.6,NA,NA,NA,"Complete"," "
"3709",1279224,"ENSG00000170921","TANC2","Q9HCD6","TANC2_HUMAN",1990,"Homo sapiens (Human)",0.2,103.1,0.0518090452261306,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TANC2_HUMAN_1-1990_b0.2/align/TANC2_HUMAN_1-1990_b0.2","ENSG00000143252","SDHC","Q99643","C560_HUMAN",169,"Homo sapiens (Human)",0.2,6649.5,39.3461538461538,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/C560_HUMAN_1-169_b0.2/align/C560_HUMAN_1-169_b0.2","sepmito_01279224",1,1990,1,169,NA,"PF00023;PF12796;PF13181;","PF01127;","Q9HCD6 Q99643",0,"Q99643 Q9HCD6",3.6,NA,NA,NA,"Complete"," "
"783",824943,"ENSG00000241468","ATP5MF","P56134","ATPK_HUMAN",94,"Homo sapiens (Human)",0.2,573.4,6.1,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPK_HUMAN_1-94_b0.2/align/ATPK_HUMAN_1-94_b0.2","ENSG00000085491","SLC25A24","Q6NUK1","SCMC1_HUMAN",477,"Homo sapiens (Human)",0.2,13146.5,27.5607966457023,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SCMC1_HUMAN_1-477_b0.2/align/SCMC1_HUMAN_1-477_b0.2","sepmito_00824943",1,94,1,477,NA,"PF10206;","PF13499;PF00153;","P56134 Q6NUK1",0,"Q6NUK1 P56134",8,NA,NA,NA,"Complete"," "
"3751",198098,"ENSG00000148187","MRRF","Q96E11","RRFM_HUMAN",262,"Homo sapiens (Human)",0.2,6845.7,26.1286259541985,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RRFM_HUMAN_1-262_b0.2/align/RRFM_HUMAN_1-262_b0.2","ENSG00000240230","COX19","Q49B96","COX19_HUMAN",90,"Homo sapiens (Human)",0.2,4091.1,45.4566666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX19_HUMAN_1-90_b0.2/align/COX19_HUMAN_1-90_b0.2","sepmito_00198098",1,262,1,90,NA,"PF01765;","PF06747;","Q96E11 Q49B96",0,"Q49B96 Q96E11",9.5,NA,NA,NA,"Complete"," "
"448",393825,"ENSG00000101986","ABCD1","P33897","ABCD1_HUMAN",745,"Homo sapiens (Human)",0.3,2691.3,3.61248322147651,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ABCD1_HUMAN_1-745_b0.3/align/ABCD1_HUMAN_1-745_b0.3","ENSG00000186314","PRELID2","Q8N945","PRLD2_HUMAN",189,"Homo sapiens (Human)",0.2,965.9,5.11058201058201,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRLD2_HUMAN_1-189_b0.2/align/PRLD2_HUMAN_1-189_b0.2","sepmito_00393825",1,745,1,189,NA,"PF06472;PF00005;","PF04707;","P33897 Q8N945",0,"Q8N945 P33897",8.2,NA,NA,NA,"Complete"," "
"1207",185295,"ENSG00000085760","MTIF2","P46199","IF2M_HUMAN",727,"Homo sapiens (Human)",0.2,7342.9,10.1002751031637,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/IF2M_HUMAN_1-727_b0.2/align/IF2M_HUMAN_1-727_b0.2","ENSG00000122873","CISD1","Q9NZ45","CISD1_HUMAN",108,"Homo sapiens (Human)",0.2,1741.4,16.1240740740741,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CISD1_HUMAN_1-108_b0.2/align/CISD1_HUMAN_1-108_b0.2","sepmito_00185295",1,727,1,108,NA,"PF00009;PF11987;","PF10660;PF09360;","P46199 Q9NZ45",0,"Q9NZ45 P46199",6.1,NA,NA,NA,"Complete"," "
"2574",109039,"ENSG00000166743","ACSM1","Q08AH1","ACSM1_HUMAN",577,"Homo sapiens (Human)",0.7,11231.3,19.4649913344887,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACSM1_HUMAN_1-577_b0.7/align/ACSM1_HUMAN_1-577_b0.7","ENSG00000178449","COX14","Q96I36","COX14_HUMAN",57,"Homo sapiens (Human)",0.3,2960.7,51.9421052631579,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX14_HUMAN_1-57_b0.3/align/COX14_HUMAN_1-57_b0.3","sepmito_00109039",1,577,1,57,NA,"PF00501;PF13193;","PF14880;","Q08AH1 Q96I36",0,"Q96I36 Q08AH1",4.2,NA,NA,NA,"Complete"," "
"373",1187433,"ENSG00000180879","SSR4","P51571","SSRD_HUMAN",173,"Homo sapiens (Human)",0.2,161.3,0.932369942196532,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SSRD_HUMAN_1-173_b0.2/align/SSRD_HUMAN_1-173_b0.2","ENSG00000144908","ALDH1L1","O75891","AL1L1_HUMAN",902,"Homo sapiens (Human)",0.2,40323.4,44.7044345898004,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AL1L1_HUMAN_1-902_b0.2/align/AL1L1_HUMAN_1-902_b0.2","sepmito_01187433",1,173,1,902,NA,"PF05404;","PF00171;PF02911;PF00551;PF00550;","P51571 O75891",0,"O75891 P51571",6.9,NA,NA,NA,"Complete"," "
"3043",911579,"ENSG00000229833","PET100","P0DJ07","PT100_HUMAN",73,"Homo sapiens (Human)",0.3,432.5,5.92465753424658,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PT100_HUMAN_1-73_b0.3/align/PT100_HUMAN_1-73_b0.3","ENSG00000072778","ACADVL","P49748","ACADV_HUMAN",655,"Homo sapiens (Human)",0.2,46543.4,71.0586259541985,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACADV_HUMAN_1-655_b0.2/align/ACADV_HUMAN_1-655_b0.2","sepmito_00911579",1,73,1,655,NA,"PF09803;","PF00441;PF02770;PF02771;","P0DJ07 P49748",0,"P49748 P0DJ07",4.4,NA,NA,NA,"Complete"," "
"1559",543346,"ENSG00000167552","TUBA1A","Q71U36","TBA1A_HUMAN",451,"Homo sapiens (Human)",0.2,1479.9,3.28137472283814,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TBA1A_HUMAN_1-451_b0.2/align/TBA1A_HUMAN_1-451_b0.2","ENSG00000164978","NUDT2","P50583","AP4A_HUMAN",147,"Homo sapiens (Human)",0.5,7505.8,51.0598639455782,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AP4A_HUMAN_1-147_b0.5/align/AP4A_HUMAN_1-147_b0.5","sepmito_00543346",1,451,1,147,NA,"PF00091;PF03953;","PF00293;","Q71U36 P50583",0,"P50583 Q71U36",8.8,NA,NA,NA,"Complete"," "
"3202",1229981,"ENSG00000154237","LRRK1","Q38SD2","LRRK1_HUMAN",2015,"Homo sapiens (Human)",0.3,129.9,0.0644665012406948,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LRRK1_HUMAN_1-2015_b0.3/align/LRRK1_HUMAN_1-2015_b0.3","ENSG00000184831","APOO","Q9BUR5","MIC26_HUMAN",198,"Homo sapiens (Human)",0.2,741.8,3.74646464646465,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MIC26_HUMAN_1-198_b0.2/align/MIC26_HUMAN_1-198_b0.2","sepmito_01229981",1,2015,1,198,NA,"PF16095;PF00069;","PF09769;","Q38SD2 Q9BUR5",0,"Q9BUR5 Q38SD2",3.9,NA,NA,NA,"Complete"," "
"3140",847082,"ENSG00000169020","ATP5ME","P56385","ATP5I_HUMAN",69,"Homo sapiens (Human)",0.3,530.6,7.68985507246377,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5I_HUMAN_1-69_b0.3/align/ATP5I_HUMAN_1-69_b0.3","ENSG00000169100","SLC25A6","P12236","ADT3_HUMAN",298,"Homo sapiens (Human)",0.2,17249.6,57.8845637583893,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ADT3_HUMAN_1-298_b0.2/align/ADT3_HUMAN_1-298_b0.2","sepmito_00847082",1,69,1,298,NA,"PF05680;","PF00153;","P56385 P12236",0,"P12236 P56385",7.7,NA,NA,NA,"Complete"," "
"2996",918858,"ENSG00000142937","RPS8","P62241","RS8_HUMAN",208,"Homo sapiens (Human)",0.2,424.9,2.04278846153846,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RS8_HUMAN_1-208_b0.2/align/RS8_HUMAN_1-208_b0.2","ENSG00000136010","ALDH1L2","Q3SY69","AL1L2_HUMAN",923,"Homo sapiens (Human)",0.2,33729.4,36.5432286023835,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AL1L2_HUMAN_1-923_b0.2/align/AL1L2_HUMAN_1-923_b0.2","sepmito_00918858",1,208,1,923,NA,"PF01201;","PF00171;PF02911;PF00551;PF00550;","P62241 Q3SY69",0,"Q3SY69 P62241",8,NA,NA,NA,"Complete"," "
"2009",629694,"ENSG00000103150","MLYCD","O95822","DCMC_HUMAN",493,"Homo sapiens (Human)",0.2,1066.1,2.16247464503043,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DCMC_HUMAN_1-493_b0.2/align/DCMC_HUMAN_1-493_b0.2","ENSG00000163170","BOLA3","Q53S33","BOLA3_HUMAN",107,"Homo sapiens (Human)",0.2,6198,57.9252336448598,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/BOLA3_HUMAN_1-107_b0.2/align/BOLA3_HUMAN_1-107_b0.2","sepmito_00629694",1,493,1,107,NA,"PF05292;PF17408;","PF01722;","O95822 Q53S33",0,"Q53S33 O95822",8.5,NA,NA,NA,"Complete"," "
"1158",1404069,"ENSG00000120471","TP53AIP1","Q9HCN2","TPIP1_HUMAN",124,"Homo sapiens (Human)",0.3,5.5,0.0443548387096774,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TPIP1_HUMAN_1-124_b0.3/align/TPIP1_HUMAN_1-124_b0.3","ENSG00000066813","ACSM2B","Q68CK6","ACS2B_HUMAN",577,"Homo sapiens (Human)",0.7,11445.9,19.8369150779896,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACS2B_HUMAN_1-577_b0.7/align/ACS2B_HUMAN_1-577_b0.7","sepmito_01404069",1,124,1,577,NA,"PF15338;","PF00501;PF13193;","Q9HCN2 Q68CK6",0,"Q68CK6 Q9HCN2",8.8,NA,NA,NA,"Complete"," "
"837",558874,"ENSG00000101337","TM9SF4","Q92544","TM9S4_HUMAN",642,"Homo sapiens (Human)",0.2,1392.8,2.16947040498442,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM9S4_HUMAN_1-642_b0.2/align/TM9S4_HUMAN_1-642_b0.2","ENSG00000250479","CHCHD10","Q8WYQ3","CHC10_HUMAN",142,"Homo sapiens (Human)",0.2,1348.5,9.49647887323944,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHC10_HUMAN_1-142_b0.2/align/CHC10_HUMAN_1-142_b0.2","sepmito_00558874",1,642,1,142,NA,"PF02990;","PF06747;","Q92544 Q8WYQ3",0,"Q8WYQ3 Q92544",6.5,NA,NA,NA,"Complete"," "
"2165",635699,"ENSG00000099821","POLRMT","O00411","RPOM_HUMAN",1230,"Homo sapiens (Human)",0.2,1046.3,0.850650406504065,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RPOM_HUMAN_1-1230_b0.2/align/RPOM_HUMAN_1-1230_b0.2","ENSG00000145439","CBR4","Q8N4T8","CBR4_HUMAN",237,"Homo sapiens (Human)",0.5,238127.6,1004.75780590717,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CBR4_HUMAN_1-237_b0.5/align/CBR4_HUMAN_1-237_b0.5","sepmito_00635699",1,1230,1,237,NA,"PF00940;PF14700;","","O00411 Q8N4T8",0,"Q8N4T8 O00411",7.8,NA,NA,NA,"Complete"," "
"536",445869,"ENSG00000080819","CPOX","P36551","HEM6_HUMAN",454,"Homo sapiens (Human)",0.2,2221.5,4.8931718061674,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HEM6_HUMAN_1-454_b0.2/align/HEM6_HUMAN_1-454_b0.2","ENSG00000250317","SMIM20","Q8N5G0","SIM20_HUMAN",67,"Homo sapiens (Human)",0.3,363.5,5.42537313432836,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SIM20_HUMAN_1-67_b0.3/align/SIM20_HUMAN_1-67_b0.3","sepmito_00445869",1,454,1,67,NA,"PF01218;","PF15061;","P36551 Q8N5G0",0,"Q8N5G0 P36551",5.5,NA,NA,NA,"Complete"," "
"2624",809430,"ENSG00000215712","TMEM242","Q9NWH2","TM242_HUMAN",141,"Homo sapiens (Human)",0.2,623.2,4.41985815602837,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM242_HUMAN_1-141_b0.2/align/TM242_HUMAN_1-141_b0.2","ENSG00000074800","ENO1","P06733","ENOA_HUMAN",434,"Homo sapiens (Human)",0.3,6052.1,13.944930875576,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ENOA_HUMAN_1-434_b0.3/align/ENOA_HUMAN_1-434_b0.3","sepmito_00809430",1,141,1,434,NA,"PF07096;","PF00113;PF03952;","Q9NWH2 P06733",0,"P06733 Q9NWH2",9.7,NA,NA,NA,"Complete"," "
"3154",945697,"ENSG00000164919","COX6C","P09669","COX6C_HUMAN",75,"Homo sapiens (Human)",0.3,376.2,5.016,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX6C_HUMAN_1-75_b0.3/align/COX6C_HUMAN_1-75_b0.3","ENSG00000036473","OTC","P00480","OTC_HUMAN",354,"Homo sapiens (Human)",0.2,11829.6,33.4169491525424,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/OTC_HUMAN_1-354_b0.2/align/OTC_HUMAN_1-354_b0.2","sepmito_00945697",1,75,1,354,NA,"PF02937;","PF00185;PF02729;","P09669 P00480",0,"P00480 P09669",4.8,NA,NA,NA,"Complete"," "
"637",496078,"ENSG00000141338","ABCA8","O94911","ABCA8_HUMAN",1581,"Homo sapiens (Human)",0.2,1740.7,1.10101201771031,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ABCA8_HUMAN_1-1581_b0.2/align/ABCA8_HUMAN_1-1581_b0.2","ENSG00000064012","CASP8","Q14790","CASP8_HUMAN",479,"Homo sapiens (Human)",0.2,1734,3.62004175365344,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CASP8_HUMAN_1-479_b0.2/align/CASP8_HUMAN_1-479_b0.2","sepmito_00496078",1,1581,1,479,NA,"PF00005;","PF01335;","O94911 Q14790",0,"Q14790 O94911",9.5,NA,NA,NA,"Complete"," "
"3772",1096786,"ENSG00000066855","MTFR1","Q15390","MTFR1_HUMAN",333,"Homo sapiens (Human)",0.2,213.9,0.642342342342342,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MTFR1_HUMAN_1-333_b0.2/align/MTFR1_HUMAN_1-333_b0.2","ENSG00000197045","GMFB","P60983","GMFB_HUMAN",142,"Homo sapiens (Human)",0.2,3129.2,22.0366197183099,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GMFB_HUMAN_1-142_b0.2/align/GMFB_HUMAN_1-142_b0.2","sepmito_01096786",1,333,1,142,NA,"PF05308;","PF00241;","Q15390 P60983",0,"P60983 Q15390",9.6,NA,NA,NA,"Complete"," "
"2558",407911,"ENSG00000184983","NDUFA6","P56556","NDUA6_HUMAN",128,"Homo sapiens (Human)",0.2,2530.5,19.76953125,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA6_HUMAN_1-128_b0.2/align/NDUA6_HUMAN_1-128_b0.2","ENSG00000180902","D2HGDH","Q8N465","D2HDH_HUMAN",521,"Homo sapiens (Human)",0.2,35721.4,68.5631477927063,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/D2HDH_HUMAN_1-521_b0.2/align/D2HDH_HUMAN_1-521_b0.2","sepmito_00407911",1,128,1,521,NA,"PF05347;","PF02913;PF01565;","P56556 Q8N465",0,"Q8N465 P56556",7.9,NA,NA,NA,"Complete"," "
"2444",200330,"ENSG00000123213","NLN","Q9BYT8","NEUL_HUMAN",704,"Homo sapiens (Human)",0.2,6743.1,9.57826704545455,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NEUL_HUMAN_1-704_b0.2/align/NEUL_HUMAN_1-704_b0.2","ENSG00000116288","PARK7","Q99497","PARK7_HUMAN",189,"Homo sapiens (Human)",0.6,7435.7,39.342328042328,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PARK7_HUMAN_1-189_b0.6/align/PARK7_HUMAN_1-189_b0.6","sepmito_00200330",1,704,1,189,NA,"PF01432;","PF01965;","Q9BYT8 Q99497",0,"Q99497 Q9BYT8",9.5,NA,NA,NA,"Complete"," "
"4306",1391572,"ENSG00000110888","CAPRIN2","Q6IMN6","CAPR2_HUMAN",1127,"Homo sapiens (Human)",0.5,22.2,0.019698314108252,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CAPR2_HUMAN_1-1127_b0.5/align/CAPR2_HUMAN_1-1127_b0.5","ENSG00000171552","BCL2L1","Q07817","B2CL1_HUMAN",233,"Homo sapiens (Human)",0.2,775.5,3.32832618025751,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/B2CL1_HUMAN_1-233_b0.2/align/B2CL1_HUMAN_1-233_b0.2","sepmito_01391572",1,1127,1,233,NA,"PF00386;PF12287;PF18293;","PF00452;PF02180;","Q6IMN6 Q07817",0,"Q07817 Q6IMN6",6.9,NA,NA,NA,"Complete"," "
"1964",1061729,"ENSG00000117640","MTFR1L","Q9H019","MFR1L_HUMAN",292,"Homo sapiens (Human)",0.2,238.6,0.817123287671233,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MFR1L_HUMAN_1-292_b0.2/align/MFR1L_HUMAN_1-292_b0.2","ENSG00000103121","CMC2","Q9NRP2","COXM2_HUMAN",79,"Homo sapiens (Human)",0.2,2821.8,35.7189873417722,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COXM2_HUMAN_1-79_b0.2/align/COXM2_HUMAN_1-79_b0.2","sepmito_01061729",1,292,1,79,NA,"PF05308;","PF08583;","Q9H019 Q9NRP2",0,"Q9NRP2 Q9H019",8.6,NA,NA,NA,"Complete"," "
"3493",331424,"ENSG00000171132","PRKCE","Q02156","KPCE_HUMAN",737,"Homo sapiens (Human)",0.4,3645.7,4.94667571234735,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KPCE_HUMAN_1-737_b0.4/align/KPCE_HUMAN_1-737_b0.4","ENSG00000173486","FKBP2","P26885","FKBP2_HUMAN",142,"Homo sapiens (Human)",0.5,14089.7,99.2232394366197,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/FKBP2_HUMAN_1-142_b0.5/align/FKBP2_HUMAN_1-142_b0.5","sepmito_00331424",1,737,1,142,NA,"PF00130;PF00168;PF00069;PF00433;","PF00254;","Q02156 P26885",0,"P26885 Q02156",8.1,NA,NA,NA,"Complete"," "
"1662",416899,"ENSG00000163319","MRPS18C","Q9Y3D5","RT18C_HUMAN",142,"Homo sapiens (Human)",0.3,2474.4,17.4253521126761,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18C_HUMAN_1-142_b0.3/align/RT18C_HUMAN_1-142_b0.3","ENSG00000137944","KYAT3","Q6YP21","KAT3_HUMAN",454,"Homo sapiens (Human)",0.5,31451.3,69.2759911894273,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KAT3_HUMAN_1-454_b0.5/align/KAT3_HUMAN_1-454_b0.5","sepmito_00416899",1,142,1,454,NA,"PF01084;","PF00155;","Q9Y3D5 Q6YP21",0,"Q6YP21 Q9Y3D5",9.7,NA,NA,NA,"Complete"," "
"3158",304063,"ENSG00000186150","UBL4B","Q8N7F7","UBL4B_HUMAN",174,"Homo sapiens (Human)",0.2,4054.8,23.3034482758621,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/UBL4B_HUMAN_1-174_b0.2/align/UBL4B_HUMAN_1-174_b0.2","ENSG00000156411","ATP5MPL","P56378","ATP68_HUMAN",58,"Homo sapiens (Human)",0.3,5038.7,86.8741379310345,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP68_HUMAN_1-58_b0.3/align/ATP68_HUMAN_1-58_b0.3","sepmito_00304063",1,174,1,58,NA,"PF17840;PF00240;","PF08039;","Q8N7F7 P56378",0,"P56378 Q8N7F7",6.3,NA,NA,NA,"Complete"," "
